cxc_id,num_cta,cod_apli_prod,descri_cod_apli_prod,cod_trn,descri_cod_trn,creation_date,reference_date,vlr_original,target_paid_120d,payment_probability_120d_oof,risk_segment,expected_full_recovery_120d,expected_non_full_recovery_exposure_120d
CXC_000545,57393670188,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-04-02,2025-10-11,447.47,0,0.5542332737017845,riesgo_medio,248.00276298333753,199.4672370166625
CXC_000546,46108124998,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-03-03,2025-10-11,3665.3,0,0.4470350175254423,riesgo_medio,1638.5174497360038,2026.7825502639964
CXC_000547,40469910736,D,CORRIENTE,834,CARGO FISCAL TRANSACCIONAL,2025-05-28,2025-10-11,2649.05,1,0.6533667514851025,probable_pago,1730.8011930216107,918.2488069783893
CXC_000548,97375336750,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-05-31,2025-10-11,203.54,0,0.6681534627464317,probable_pago,135.9959558074087,67.54404419259129
CXC_000549,44871874872,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2025-05-09,2025-10-11,517.3,0,0.758797718618002,probable_pago,392.52605984109243,124.77394015890754
CXC_000550,83115970263,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-07-01,2025-10-11,5433.56,1,0.8034686499278185,alta_probabilidad_pago,4365.6951175017975,1067.8648824982024
CXC_000551,53072590362,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2025-05-07,2025-10-11,4239.71,1,0.7147182269302484,probable_pago,3030.1980138984436,1209.5119861015564
CXC_000552,84985293917,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-04-12,2025-10-11,5365.38,0,0.5473710014771287,riesgo_medio,2936.853423905357,2428.526576094643
CXC_000553,14809010218,S,AHORRO,1275,REVERSO CONSIGNACION EFECTIVO,2025-01-04,2025-10-11,8100.86,0,0.3380309193752937,alto_riesgo,2738.3411535305418,5362.5188464694575
CXC_000554,45401055874,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-01-01,2025-10-11,406.68,0,0.26277045400976606,alto_riesgo,106.86348823669167,299.81651176330837
CXC_000555,60077495787,S,AHORRO,137,COMISION RETIRO CANAL A,2024-12-03,2025-10-11,17378.64,0,0.23656038367249488,alto_riesgo,4111.097746106167,13267.542253893833
CXC_000556,53026706710,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-11-10,2025-10-11,2000.2,0,0.2604130883887805,alto_riesgo,520.8782593952388,1479.3217406047613
CXC_000557,92966135565,S,AHORRO,87,CARGO FISCAL IVA COMISION B,2025-05-30,2025-10-11,748.7,1,0.6726854221407572,probable_pago,503.63957555678496,245.06042444321508
CXC_000558,52128606071,S,AHORRO,1157,COMISION CONSULTA SALDO,2025-06-13,2025-10-11,381.04,1,0.6764600911217034,probable_pago,257.75835312101384,123.28164687898617
CXC_000559,84415868290,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-03-27,2025-10-11,2773.49,1,0.43565335106041897,riesgo_medio,1208.2802126325614,1565.2097873674384
CXC_000560,18707147669,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-06-09,2025-10-11,9644.3,1,0.7159069977479997,probable_pago,6904.421858381033,2739.8781416189663
CXC_000561,78381591166,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-03-22,2025-10-11,166.48,0,0.4641444092849041,riesgo_medio,77.27076125775082,89.20923874224917
CXC_000562,25533864906,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-11-02,2025-10-11,3844.49,0,0.2370621430263688,alto_riesgo,911.3830382434445,2933.106961756555
CXC_000563,43576213899,S,AHORRO,574,COMISION RETIRO INTERNACIONAL,2025-04-24,2025-10-11,4224.84,0,0.567965038874229,riesgo_medio,2399.561414837398,1825.2785851626024
CXC_000564,84366302721,S,AHORRO,2106,COMISION TRANSFERENCIA EXTERNA B,2025-02-23,2025-10-11,11516.93,1,0.2634509032345664,alto_riesgo,3034.1456109892747,8482.784389010725
CXC_000565,42922174865,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-02-15,2025-10-11,2632.83,0,0.35223930715141,alto_riesgo,927.3862150474467,1705.443784952553
CXC_000566,33315237988,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-06-07,2025-10-11,4449.94,0,0.7245937804783199,probable_pago,3224.3988475016945,1225.541152498305
CXC_000567,74857131371,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-12-08,2025-10-11,12062.1,1,0.3335290084632263,alto_riesgo,4023.060252984282,8039.039747015719
CXC_000568,55105764402,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-12-10,2025-10-11,7768.43,0,0.3469722411649491,alto_riesgo,2695.429567433026,5073.000432566974
CXC_000569,45839144446,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2024-12-11,2025-10-11,1933.85,1,0.3059049494789454,alto_riesgo,591.5742865498586,1342.2757134501414
CXC_000570,95559574619,S,AHORRO,1859,COMISION CONSIGNACION CANAL B,2025-05-13,2025-10-11,727.61,0,0.8295108222780777,alta_probabilidad_pago,603.5603693977521,124.04963060224789
CXC_000571,69457544224,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-10-25,2025-10-11,149.96,0,0.19011288636701032,alto_riesgo,28.509328439596867,121.45067156040314
CXC_000572,38253946512,S,AHORRO,87,CARGO FISCAL IVA COMISION B,2025-03-06,2025-10-11,6991.01,0,0.4701166599616882,riesgo_medio,3286.590270958762,3704.4197290412385
CXC_000573,81515143401,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2024-12-02,2025-10-11,145.44,0,0.40096426691048553,riesgo_medio,58.316242979461016,87.12375702053897
CXC_000574,81417216843,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-05-31,2025-10-11,1290.56,0,0.658894119690799,probable_pago,850.3423951081576,440.21760489184237
CXC_000575,36874599013,S,AHORRO,2107,CARGO FISCAL IVA TRASLADO,2025-05-11,2025-10-11,6473.23,1,0.6671308741376097,probable_pago,4318.491588393799,2154.7384116062003
CXC_000576,66003703705,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-01-12,2025-10-11,1424.98,0,0.2504784655308691,alto_riesgo,356.92680381217787,1068.053196187822
CXC_000577,84782868658,S,AHORRO,2285,APERTURA INVERSION VIRTUAL,2025-01-28,2025-10-11,853.93,1,0.04671675060800157,alto_riesgo,39.892834846690775,814.0371651533093
CXC_000578,59399914032,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-04-22,2025-10-11,2359.25,1,0.5558563656440704,riesgo_medio,1311.404130645773,1047.845869354227
CXC_000579,57447650053,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2025-03-06,2025-10-11,3289.46,0,0.5133007119405034,riesgo_medio,1688.4821598998085,1600.9778401001915
CXC_000580,63588435281,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-01-10,2025-10-11,1180.67,1,0.26203754201703733,alto_riesgo,309.3798647332555,871.2901352667446
CXC_000581,87887775246,S,AHORRO,140,COMISION RETIRO CANAL B,2024-11-09,2025-10-11,29006.02,0,0.3376330787356076,alto_riesgo,9793.391834466609,19212.62816553339
CXC_000583,74737685305,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-11-11,2025-10-11,271.55,0,0.2606478366908071,alto_riesgo,70.77892005338867,200.77107994661134
CXC_000584,74305551865,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-05-04,2025-10-11,1198.02,1,0.6762272464901288,probable_pago,810.133765840104,387.88623415989593
CXC_000585,39542799765,S,AHORRO,2040,PAGO PROVEEDORES,2025-03-25,2025-10-11,155.83,0,0.4994204216318781,riesgo_medio,77.82468430289558,78.00531569710445
CXC_000586,77173337153,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-02-16,2025-10-11,4314.6,0,0.36769788641847007,alto_riesgo,1586.469300741131,2728.130699258869
CXC_000587,60419256529,S,AHORRO,333,CARGO FISCAL IVA A,2024-11-23,2025-10-11,1363.34,0,0.1952178937450789,alto_riesgo,266.1483632584158,1097.191636741584
CXC_000588,30087063260,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-12-05,2025-10-11,1598.89,0,0.3324173178502498,alto_riesgo,531.4987253375859,1067.3912746624142
CXC_000589,41788542689,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-01-24,2025-10-11,2044.94,0,0.2858676358597579,alto_riesgo,584.5821632750533,1460.3578367249468
CXC_000590,76659679996,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-02-21,2025-10-11,27768.35,1,0.32395363205687294,alto_riesgo,8995.657838726467,18772.69216127353
CXC_000591,81380635645,S,AHORRO,137,COMISION RETIRO CANAL A,2025-02-05,2025-10-11,10020.43,1,0.2865766286651407,alto_riesgo,2871.621047175036,7148.808952824964
CXC_000592,68783069239,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-11-20,2025-10-11,1343.47,0,0.24086773757079302,alto_riesgo,323.5985793942333,1019.8714206057667
CXC_000593,91697747086,S,AHORRO,1275,REVERSO CONSIGNACION EFECTIVO,2025-02-18,2025-10-11,157.32,1,0.3597593622262977,alto_riesgo,56.59734286544115,100.72265713455884
CXC_000594,59921411678,S,AHORRO,2107,CARGO FISCAL IVA TRASLADO,2025-05-01,2025-10-11,31046.53,1,0.658863503276545,probable_pago,20455.42552038035,10591.104479619647
CXC_000595,19646884077,S,AHORRO,303,PAGO GENERAL,2024-11-18,2025-10-11,2027.17,1,0.29430347538731316,alto_riesgo,596.6031762008996,1430.5668237991003
CXC_000596,95419686083,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-04-03,2025-10-11,5031.77,1,0.5748502120663107,riesgo_medio,2892.5140515689004,2139.2559484311
CXC_000597,45772323360,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-12-11,2025-10-11,2159.49,0,0.3312821395184599,alto_riesgo,715.400467468719,1444.0895325312808
CXC_000598,74168182327,S,AHORRO,1388,COMISION EXPEDICION DOCUMENTO,2025-06-06,2025-10-11,2975.33,1,0.9182087771820784,alta_probabilidad_pago,2731.9741210131533,243.3558789868467
CXC_000599,20706217678,S,AHORRO,1157,COMISION CONSULTA SALDO,2025-04-04,2025-10-11,25257.84,0,0.40412304128063026,riesgo_medio,10207.275116979554,15050.564883020446
CXC_000600,67591250229,S,AHORRO,1157,COMISION CONSULTA SALDO,2025-05-30,2025-10-11,13193.62,1,0.5121432221809566,riesgo_medio,6757.023059031114,6436.596940968887
CXC_000601,51532887041,S,AHORRO,1685,CARGO FISCAL IVA RECAUDO,2025-02-21,2025-10-11,834.67,1,0.3871675644540623,alto_riesgo,323.15715102287214,511.5128489771278
CXC_000602,16675868509,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2025-05-13,2025-10-11,8382.37,1,0.7439638996565464,probable_pago,6236.180673564046,2146.189326435955
CXC_000603,54577145127,D,CORRIENTE,2107,CARGO FISCAL IVA TRASLADO,2024-11-01,2025-10-11,5283.35,1,0.2856646644974984,alto_riesgo,1509.2664051728582,3774.083594827142
CXC_000604,62345053062,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2024-11-13,2025-10-11,667.11,0,0.3009818884159151,alto_riesgo,200.78802758114114,466.3219724188589
CXC_000605,41709603847,S,AHORRO,70,TRANSFERENCIA BILLETERA DIGITAL,2025-07-06,2025-10-11,157.98,1,0.914185042884893,alta_probabilidad_pago,144.4229530749554,13.557046925044604
CXC_000606,13543740250,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-06-01,2025-10-11,6080.75,0,0.7315021431927107,probable_pago,4448.081657219075,1632.6683427809246
CXC_000607,18523207989,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-03-08,2025-10-11,3766.5,0,0.4175570201600925,riesgo_medio,1572.7285164329883,2193.7714835670117
CXC_000608,24787351611,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-12-05,2025-10-11,602.95,0,0.38759658835338995,alto_riesgo,233.7013629476765,369.24863705232355
CXC_000609,55396747638,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-04-10,2025-10-11,401.66,0,0.5736110070855635,riesgo_medio,230.39659710598744,171.2634028940126
CXC_000610,45710388933,S,AHORRO,627,TRANSFERENCIA BILLETERA A,2024-11-01,2025-10-11,2569.86,0,0.1704503231777747,alto_riesgo,438.0334675216361,2131.826532478364
CXC_000611,93555428567,S,AHORRO,2010,TRANSFERENCIA BANCA MOVIL,2024-10-30,2025-10-11,2321.71,0,0.13304616548198828,alto_riesgo,308.894612861187,2012.8153871388129
CXC_000612,57384722532,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2024-12-18,2025-10-11,6766.86,0,0.2985769972835303,alto_riesgo,2020.42873983803,4746.4312601619695
CXC_000613,70034794149,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-03-12,2025-10-11,1009.87,0,0.44804877670262777,riesgo_medio,452.4710181286827,557.3989818713173
CXC_000614,30701767983,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-03-01,2025-10-11,2676.76,0,0.4355575398311115,riesgo_medio,1165.8830003183261,1510.8769996816739
CXC_000615,10593660080,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-01-14,2025-10-11,856.83,0,0.2600584306808981,alto_riesgo,222.82586516031395,634.004134839686
CXC_000616,68239365887,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-12-07,2025-10-11,4228.24,1,0.344315747882056,alto_riesgo,1455.8496178248242,2772.3903821751755
CXC_000617,39923429361,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-03-28,2025-10-11,4074.86,0,0.4390170572302744,riesgo_medio,1788.933045825356,2285.926954174644
CXC_000618,57037722044,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-01-14,2025-10-11,3227.69,0,0.29543763595964695,alto_riesgo,953.5811032105929,2274.1088967894075
CXC_000619,56465579590,S,AHORRO,1157,COMISION CONSULTA SALDO,2025-06-21,2025-10-11,1943.03,1,0.6606541266412701,probable_pago,1283.670787687787,659.359212312213
CXC_000620,80932642767,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-05-07,2025-10-11,12974.56,0,0.6411082697149427,probable_pago,8318.097711912707,4656.462288087292
CXC_000621,48506340540,S,AHORRO,293,COBRO PLAN SERVICIOS,2024-11-26,2025-10-11,1223.32,0,0.2768970359362559,alto_riesgo,338.73368200154056,884.5863179984593
CXC_000622,40567011916,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-01-27,2025-10-11,1977.59,0,0.263695295472038,alto_riesgo,521.4811793725477,1456.1088206274524
CXC_000623,72976597430,S,AHORRO,1685,CARGO FISCAL IVA RECAUDO,2025-01-29,2025-10-11,797.6,1,0.29974049976464234,alto_riesgo,239.07302261227875,558.5269773877213
CXC_000624,56417522318,S,AHORRO,87,CARGO FISCAL IVA COMISION B,2025-01-09,2025-10-11,2864.95,0,0.2943181905091288,alto_riesgo,843.2068998991284,2021.7431001008713
CXC_000625,38214428975,S,AHORRO,2107,CARGO FISCAL IVA TRASLADO,2025-06-29,2025-10-11,342.21,1,0.7870639571529854,probable_pago,269.34115677732314,72.86884322267687
CXC_000626,53214951441,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-03-25,2025-10-11,636.06,1,0.4514064810040588,riesgo_medio,287.1216063074416,348.93839369255835
CXC_000627,83903944670,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-03-09,2025-10-11,1213.16,1,0.40446430607750034,riesgo_medio,490.67991756098036,722.4800824390197
CXC_000628,21028140470,S,AHORRO,2107,CARGO FISCAL IVA TRASLADO,2025-07-03,2025-10-11,5848.72,1,0.8174907667616372,alta_probabilidad_pago,4781.274597374123,1067.445402625877
CXC_000629,13113840428,S,AHORRO,2106,COMISION TRANSFERENCIA EXTERNA B,2025-04-25,2025-10-11,4381.12,1,0.5320360170382049,riesgo_medio,2330.9136349664204,2050.2063650335795
CXC_000630,61694048900,D,CORRIENTE,2107,CARGO FISCAL IVA TRASLADO,2025-06-21,2025-10-11,784.95,1,0.8572618517958335,alta_probabilidad_pago,672.9076905671395,112.04230943286052
CXC_000631,83308490970,S,AHORRO,137,COMISION RETIRO CANAL A,2025-03-04,2025-10-11,1346.42,0,0.44479758146128373,riesgo_medio,598.8843596311017,747.5356403688985
CXC_000632,48679241449,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-06-27,2025-10-11,1287.42,1,0.7627476639298075,probable_pago,981.9765974965129,305.4434025034872
CXC_000633,10578581065,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-01-30,2025-10-11,4325.33,0,0.2844870731365564,alto_riesgo,1230.5004720497416,3094.8295279502586
CXC_000634,15759082784,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-05-20,2025-10-11,960.81,1,0.6664683186355504,probable_pago,640.3494252282231,320.46057477177675
CXC_000635,19044178982,S,AHORRO,1157,COMISION CONSULTA SALDO,2025-04-05,2025-10-11,1387.87,1,0.49384158573106857,riesgo_medio,685.387921588578,702.4820784114219
CXC_000636,14445607378,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2025-04-01,2025-10-11,864.17,0,0.6751741028282677,probable_pago,583.4652044411041,280.70479555889585
CXC_000637,10755236627,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-01-10,2025-10-11,4136.55,0,0.2602405769384772,alto_riesgo,1076.4981585348578,3060.051841465142
CXC_000638,73683357217,S,AHORRO,2295,COMPRA INTERNACIONAL,2025-03-29,2025-10-11,1156.7,0,0.5153015217708756,riesgo_medio,596.0492702323719,560.6507297676281
CXC_000639,25916324447,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-06-25,2025-10-11,8744.54,1,0.7549618382457519,probable_pago,6601.793993013508,2142.746006986493
CXC_000640,76441926088,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-05-30,2025-10-11,4265.62,1,0.6464822449243632,probable_pago,2757.647593594262,1507.9724064057377
CXC_000641,27755777155,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-02-22,2025-10-11,1485.98,0,0.3413354251823961,alto_riesgo,507.217615112537,978.762384887463
CXC_000642,49085428261,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-03-02,2025-10-11,11269.13,0,0.42571433999457226,riesgo_medio,4797.430240263034,6471.699759736966
CXC_000643,22097503639,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2024-11-24,2025-10-11,1651.59,0,0.3361786598692787,alto_riesgo,555.2293128535019,1096.360687146498
CXC_000644,59257187491,S,AHORRO,2107,CARGO FISCAL IVA TRASLADO,2025-06-25,2025-10-11,33148.36,1,0.7674018739240588,probable_pago,25438.113581509315,7710.246418490687
CXC_000645,90124118833,S,AHORRO,87,CARGO FISCAL IVA COMISION B,2024-12-08,2025-10-11,597.1,1,0.3165871598522256,alto_riesgo,189.0341931477639,408.0658068522361
CXC_000646,97069770419,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-01-20,2025-10-11,5867.78,1,0.2231252367990764,alto_riesgo,1309.2498019848845,4558.530198015115
CXC_000647,93063727454,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-12-31,2025-10-11,463.16,0,0.34472827316023197,alto_riesgo,159.66434699689304,303.495653003107
CXC_000648,27548803288,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-10-31,2025-10-11,6786.8,1,0.18497766540446603,alto_riesgo,1255.40641956703,5531.39358043297
CXC_000649,86249584313,S,AHORRO,724,RECARGA AUTOMATICA SERVICIO,2024-12-21,2025-10-11,1012.93,0,0.3679487196609137,alto_riesgo,372.7062966061293,640.2237033938707
CXC_000650,27237965399,S,AHORRO,2106,COMISION TRANSFERENCIA EXTERNA B,2025-04-15,2025-10-11,1113.45,0,0.5240431717400869,riesgo_medio,583.4958695739997,529.9541304260003
CXC_000651,30657712440,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-12-02,2025-10-11,8643.24,0,0.32334603966553305,alto_riesgo,2794.757423878722,5848.482576121279
CXC_000652,27018525980,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-04-18,2025-10-11,1132.83,1,0.5860772943768875,riesgo_medio,663.9259413889694,468.9040586110305
CXC_000653,57533985268,S,AHORRO,349,ABONO CREDITO MORA,2025-04-02,2025-10-11,3587.15,0,0.5869076440378233,riesgo_medio,2105.3257553102776,1481.8242446897223
CXC_000654,92768074964,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-05-11,2025-10-11,877.67,0,0.6354833083272413,probable_pago,557.7446352195699,319.9253647804301
CXC_000655,94747687356,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-12-24,2025-10-11,625.79,0,0.32523009563997574,alto_riesgo,203.5257415505404,422.26425844945953
CXC_000656,12492607684,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-07-03,2025-10-11,659.81,1,0.8338288699971405,alta_probabilidad_pago,550.1686267128132,109.64137328718675
CXC_000657,25783515249,S,AHORRO,67,CARGO FISCAL IVA COMISION A,2025-04-15,2025-10-11,7115.78,0,0.6921884526037009,probable_pago,4925.460747268363,2190.3192527316373
CXC_000658,19289868517,S,AHORRO,140,COMISION RETIRO CANAL B,2024-10-18,2025-10-11,7612.2,0,0.1962493759567465,alto_riesgo,1493.8894996579456,6118.310500342054
CXC_000659,92881574697,S,AHORRO,2274,CARGO FISCAL IVA CANAL VIRTUAL,2025-03-25,2025-10-11,546.81,0,0.47764451523265034,riesgo_medio,261.1807973743655,285.6292026256345
CXC_000660,69041947068,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-10-29,2025-10-11,2525.63,0,0.17268255788586753,alto_riesgo,436.13224867328364,2089.4977513267168
CXC_000661,97126742927,S,AHORRO,788,TRANSFERENCIA CANAL FISICO,2025-05-18,2025-10-11,10970.8,0,0.47584754753049024,riesgo_medio,5220.428274447502,5750.371725552498
CXC_000662,85206887693,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-01-02,2025-10-11,1169.92,1,0.24811130896453018,alto_riesgo,290.27038258378315,879.649617416217
CXC_000663,83716438599,S,AHORRO,2477,PAGO APLICACION MOVIL,2025-05-24,2025-10-11,33827.67,1,0.715522436375462,probable_pago,24204.45685530512,9623.213144694875
CXC_000664,11497409182,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-06-08,2025-10-11,371.79,0,0.7396073555890107,probable_pago,274.9786187344383,96.81138126556172
CXC_000665,39858084991,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-02-02,2025-10-11,817.39,1,0.35022533471902273,alto_riesgo,286.27068634598197,531.119313654018
CXC_000666,75344396150,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-11-17,2025-10-11,5110.22,1,0.22574729933433108,alto_riesgo,1153.6183640042855,3956.6016359957152
CXC_000667,70171743741,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-04-07,2025-10-11,443.37,1,0.5595302152846946,riesgo_medio,248.07891155077505,195.29108844922496
CXC_000668,64625245784,S,AHORRO,2106,COMISION TRANSFERENCIA EXTERNA B,2025-04-23,2025-10-11,4454.43,1,0.53482856602922,riesgo_medio,2382.3564093775385,2072.073590622462
CXC_000669,96351872096,S,AHORRO,1128,RETIRO CORRESPONSAL B,2025-05-02,2025-10-11,1329.73,1,0.7468359959303896,probable_pago,993.090228868517,336.63977113148303
CXC_000670,99009555023,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-04-11,2025-10-11,1229.74,0,0.5508471668801206,riesgo_medio,677.3987949991595,552.3412050008405
CXC_000671,51810338636,S,AHORRO,2107,CARGO FISCAL IVA TRASLADO,2025-02-24,2025-10-11,472.46,1,0.4119572829282669,riesgo_medio,194.63333789228898,277.826662107711
CXC_000672,45749855558,S,AHORRO,1248,CARGO MORA TARJETA A,2025-06-15,2025-10-11,88.55,1,0.8592826546119479,alta_probabilidad_pago,76.08947906588799,12.460520934112017
CXC_000673,62346423533,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-05-20,2025-10-11,4634.71,1,0.6507761285805475,probable_pago,3016.158630893549,1618.551369106451
CXC_000674,40578835753,S,AHORRO,2295,COMPRA INTERNACIONAL,2025-01-20,2025-10-11,33095.02,0,0.29843724348538475,alto_riesgo,9876.786541893676,23218.23345810632
CXC_000675,49891929885,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2025-06-12,2025-10-11,86.32,1,0.835947856007577,alta_probabilidad_pago,72.15901893057405,14.160981069425949
CXC_000676,21345195911,S,AHORRO,86,COMISION SERVICIO BANCARIO B,2025-03-08,2025-10-11,3080.59,0,0.4264862010016131,riesgo_medio,1313.8291259435593,1766.760874056441
CXC_000677,92988745829,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-01-04,2025-10-11,4349.19,0,0.21866575057985072,alto_riesgo,951.0188957643809,3398.1711042356187
CXC_000678,97676071075,S,AHORRO,87,CARGO FISCAL IVA COMISION B,2024-11-14,2025-10-11,1806.05,1,0.25771909627194795,alto_riesgo,465.4535738219516,1340.5964261780482
CXC_000679,85073692564,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2024-12-15,2025-10-11,3349.03,0,0.3711075038816656,alto_riesgo,1242.8501637248146,2106.1798362751856
CXC_000680,97530998589,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-06-10,2025-10-11,1814.34,1,0.7838629625817856,probable_pago,1422.1939275306368,392.14607246936316
CXC_000681,84788471432,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-11-14,2025-10-11,3780.03,0,0.23444328522952942,alto_riesgo,886.2026514661782,2893.8273485338223
CXC_000682,54905071634,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-01-08,2025-10-11,1661.45,0,0.25913115218107363,alto_riesgo,430.53345279124477,1230.9165472087552
CXC_000683,43188140459,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2025-06-25,2025-10-11,7928.65,1,0.7989296427861626,probable_pago,6334.433512276508,1594.2164877234916
CXC_000684,49171668630,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-10-24,2025-10-11,1789.53,0,0.19533363481149274,alto_riesgo,349.5553995042106,1439.9746004957894
CXC_000685,36133406090,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2025-06-05,2025-10-11,26600.65,0,0.78972725841779,probable_pago,21007.258396631187,5593.391603368815
CXC_000686,14061701666,S,AHORRO,2106,COMISION TRANSFERENCIA EXTERNA B,2024-12-10,2025-10-11,3679.15,0,0.29930755719138935,alto_riesgo,1101.1973990407002,2577.9526009593
CXC_000687,42767062919,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-10-27,2025-10-11,292.11,0,0.19598830534850442,alto_riesgo,57.25014387535163,234.8598561246484
CXC_000688,65298792396,S,AHORRO,137,COMISION RETIRO CANAL A,2025-04-07,2025-10-11,2279.05,1,0.48292202197966616,riesgo_medio,1100.6034341927582,1178.446565807242
CXC_000689,36894846141,S,AHORRO,70,TRANSFERENCIA BILLETERA DIGITAL,2025-03-17,2025-10-11,972.12,1,0.6071816372810336,probable_pago,590.2534132336384,381.86658676636165
CXC_000690,11333793952,S,AHORRO,1157,COMISION CONSULTA SALDO,2024-11-02,2025-10-11,611.18,0,0.16460096675774347,alto_riesgo,100.60081886299764,510.5791811370023
CXC_000691,82120052694,S,AHORRO,137,COMISION RETIRO CANAL A,2024-10-24,2025-10-11,126.3,0,0.18251076710706954,alto_riesgo,23.051109885622882,103.2488901143771
