source_row_id,cxc_id,cod_apli_prod,descri_cod_apli_prod,num_cta,cod_trn,descri_cod_trn,creation_date,last_payment_date,reference_date,vlr_original,vlr_pagado,vlr_pendiente_pago,age_days,days_since_last_payment,days_creation_to_last_payment,recovery_rate,pending_rate,payment_status,is_fully_paid,is_partially_paid,is_unpaid,is_amount_consistent,has_payment_date_without_paid_amount,age_bucket
1179,CXC_001179,S,AHORRO,17311779676,834,CARGO FISCAL TRANSACCIONAL,2024-12-27,2025-10-11,2025-10-12,1461.96,1461.96,0.0,289,1,288,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1180,CXC_001180,S,AHORRO,97740334928,1049,TRASLADO INTERBANCOS VIRTUAL,2025-03-05,2025-03-15,2025-10-12,23221.14,23221.14,0.0,221,211,10,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1181,CXC_001181,S,AHORRO,31433060729,1517,COBRO SERVICIO TRANSPORTE,2024-11-04,2025-03-14,2025-10-12,3120.26,3120.26,0.0,342,212,130,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1182,CXC_001182,S,AHORRO,37355592699,834,CARGO FISCAL TRANSACCIONAL,2025-02-28,2025-07-27,2025-10-12,5033.04,5033.04,0.0,226,77,149,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1183,CXC_001183,S,AHORRO,11316879573,137,COMISION RETIRO CANAL A,2025-04-30,2025-10-10,2025-10-12,1633.83,1633.83,0.0,165,2,163,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1184,CXC_001184,S,AHORRO,37235983425,2106,COMISION TRANSFERENCIA EXTERNA B,2025-01-08,2025-02-19,2025-10-12,1525.48,1525.48,0.0,277,235,42,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1185,CXC_001185,S,AHORRO,16569379957,497,PAGO SERVICIO ELECTRONICO,2024-12-14,2025-03-26,2025-10-12,1600.84,1600.84,0.0,302,200,102,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1186,CXC_001186,S,AHORRO,97217073351,176,COMISION RETIRO CORRESPONSAL B,2024-12-06,2025-06-02,2025-10-12,2143.11,2143.11,0.0,310,132,178,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1187,CXC_001187,S,AHORRO,89975355158,834,CARGO FISCAL TRANSACCIONAL,2024-11-27,2025-09-19,2025-10-12,4953.48,4953.48,0.0,319,23,296,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1188,CXC_001188,S,AHORRO,11445840168,1288,COMPRA ESTABLECIMIENTO A,2025-06-30,2025-09-22,2025-10-12,25557.79,25557.79,0.0,104,20,84,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1189,CXC_001189,S,AHORRO,15417071032,1517,COBRO SERVICIO TRANSPORTE,2025-01-29,2025-05-15,2025-10-12,2504.99,2504.99,0.0,256,150,106,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1190,CXC_001190,S,AHORRO,31945182324,834,CARGO FISCAL TRANSACCIONAL,2025-05-02,2025-05-07,2025-10-12,2291.53,2291.53,0.0,163,158,5,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1191,CXC_001191,S,AHORRO,69169247285,1517,COBRO SERVICIO TRANSPORTE,2025-05-25,2025-09-15,2025-10-12,117.2,103.4,13.8,140,27,113,0.882253,0.117747,pago_parcial,0,1,0,1,0,91_180_dias
1192,CXC_001192,S,AHORRO,17344481350,497,PAGO SERVICIO ELECTRONICO,2025-06-17,2025-08-17,2025-10-12,22965.86,22965.86,0.0,117,56,61,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1193,CXC_001193,S,AHORRO,28465664913,2106,COMISION TRANSFERENCIA EXTERNA B,2025-04-29,2025-08-28,2025-10-12,2871.2,2871.2,0.0,166,45,121,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1194,CXC_001194,S,AHORRO,74285641458,1787,PAGO PUNTO EXTERNO,2024-11-18,2025-06-28,2025-10-12,2819.83,2021.56,798.27,328,106,222,0.716908,0.283092,pago_parcial,0,1,0,1,0,181_360_dias
1195,CXC_001195,S,AHORRO,56523039162,834,CARGO FISCAL TRANSACCIONAL,2025-07-02,2025-07-17,2025-10-12,128.5,128.5,0.0,102,87,15,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1196,CXC_001196,S,AHORRO,16784035187,834,CARGO FISCAL TRANSACCIONAL,2025-05-07,2025-09-22,2025-10-12,1366.15,1366.15,0.0,158,20,138,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1197,CXC_001197,S,AHORRO,11154134630,1517,COBRO SERVICIO TRANSPORTE,2025-04-21,2025-07-06,2025-10-12,724.98,639.62,85.36,174,98,76,0.882259,0.117741,pago_parcial,0,1,0,1,0,91_180_dias
1198,CXC_001198,S,AHORRO,72233875694,1517,COBRO SERVICIO TRANSPORTE,2024-11-14,2025-09-25,2025-10-12,691.52,691.52,0.0,332,17,315,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1199,CXC_001199,S,AHORRO,49893870893,1157,COMISION CONSULTA SALDO,2025-05-15,2025-06-30,2025-10-12,1179.35,1179.35,0.0,150,104,46,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1200,CXC_001200,S,AHORRO,31747591541,176,COMISION RETIRO CORRESPONSAL B,2025-02-28,2025-05-31,2025-10-12,2147.94,2147.94,0.0,226,134,92,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1201,CXC_001201,S,AHORRO,39475946643,834,CARGO FISCAL TRANSACCIONAL,2025-05-08,2025-05-29,2025-10-12,10059.83,10059.83,0.0,157,136,21,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1202,CXC_001202,S,AHORRO,41156565615,497,PAGO SERVICIO ELECTRONICO,2025-05-06,2025-06-30,2025-10-12,4898.6,4898.6,0.0,159,104,55,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1203,CXC_001203,S,AHORRO,79281040109,834,CARGO FISCAL TRANSACCIONAL,2025-02-15,2025-06-13,2025-10-12,2023.7,2023.7,0.0,239,121,118,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1204,CXC_001204,S,AHORRO,29295900808,834,CARGO FISCAL TRANSACCIONAL,2025-05-26,2025-09-25,2025-10-12,1292.77,1292.77,0.0,139,17,122,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1205,CXC_001205,S,AHORRO,43532320810,137,COMISION RETIRO CANAL A,2024-10-23,2025-09-23,2025-10-12,1294.02,1141.66,152.36,354,19,335,0.882258,0.117742,pago_parcial,0,1,0,1,0,181_360_dias
1206,CXC_001206,S,AHORRO,16278739991,834,CARGO FISCAL TRANSACCIONAL,2024-10-28,2024-11-09,2025-10-12,1636.27,1636.27,0.0,349,337,12,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1207,CXC_001207,S,AHORRO,51663288109,1517,COBRO SERVICIO TRANSPORTE,2025-04-04,2025-06-03,2025-10-12,208.79,22.71,186.08,191,131,60,0.10877,0.89123,pago_parcial,0,1,0,1,0,181_360_dias
1208,CXC_001208,S,AHORRO,56892189564,2287,RETIRO CANAL B,2025-06-03,2025-07-27,2025-10-12,96.98,96.98,0.0,131,77,54,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1209,CXC_001209,S,AHORRO,17081192333,834,CARGO FISCAL TRANSACCIONAL,2025-06-05,2025-07-24,2025-10-12,4388.75,4388.75,0.0,129,80,49,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1210,CXC_001210,S,AHORRO,26807604748,834,CARGO FISCAL TRANSACCIONAL,2024-10-18,2025-02-13,2025-10-12,4066.44,4066.44,0.0,359,241,118,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1211,CXC_001211,S,AHORRO,79510676746,834,CARGO FISCAL TRANSACCIONAL,2025-01-22,2025-04-21,2025-10-12,764.65,764.65,0.0,263,174,89,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1212,CXC_001212,S,AHORRO,78231126933,834,CARGO FISCAL TRANSACCIONAL,2025-05-13,2025-08-28,2025-10-12,5827.25,5827.25,0.0,152,45,107,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1213,CXC_001213,S,AHORRO,76583714288,1517,COBRO SERVICIO TRANSPORTE,2025-03-05,2025-07-30,2025-10-12,4605.53,4063.27,542.26,221,74,147,0.882259,0.117741,pago_parcial,0,1,0,1,0,181_360_dias
1214,CXC_001214,S,AHORRO,61861832634,334,COMISION CONSULTA EXTERNO,2025-06-11,2025-09-09,2025-10-12,3882.77,3882.77,0.0,123,33,90,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1215,CXC_001215,S,AHORRO,57238219156,301,PAGO TARJETA CREDITO B,2024-12-13,2025-07-31,2025-10-12,3332.62,3332.62,0.0,303,73,230,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1216,CXC_001216,S,AHORRO,71105769483,1157,COMISION CONSULTA SALDO,2025-05-09,2025-06-23,2025-10-12,8898.72,0.0,8898.72,156,111,45,0.0,1.0,sin_pago,0,0,1,1,1,91_180_dias
1217,CXC_001217,S,AHORRO,19816150189,834,CARGO FISCAL TRANSACCIONAL,2025-03-17,2025-09-17,2025-10-12,24489.67,24489.67,0.0,209,25,184,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1218,CXC_001218,S,AHORRO,80888411566,834,CARGO FISCAL TRANSACCIONAL,2025-04-11,2025-04-25,2025-10-12,2310.01,2310.01,0.0,184,170,14,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1219,CXC_001219,S,AHORRO,99445635607,834,CARGO FISCAL TRANSACCIONAL,2024-12-04,2025-08-29,2025-10-12,25014.06,25014.06,0.0,312,44,268,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1220,CXC_001220,S,AHORRO,92666590156,1157,COMISION CONSULTA SALDO,2025-02-26,2025-05-19,2025-10-12,6647.19,6647.19,0.0,228,146,82,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1221,CXC_001221,S,AHORRO,53038354305,176,COMISION RETIRO CORRESPONSAL B,2025-05-10,2025-08-27,2025-10-12,2213.48,1952.86,260.62,155,46,109,0.882258,0.117742,pago_parcial,0,1,0,1,0,91_180_dias
1222,CXC_001222,S,AHORRO,59072808742,834,CARGO FISCAL TRANSACCIONAL,2024-12-29,2025-02-09,2025-10-12,65339.61,65339.61,0.0,287,245,42,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1223,CXC_001223,S,AHORRO,72787565969,137,COMISION RETIRO CANAL A,2024-10-20,2024-11-18,2025-10-12,1757.21,1757.21,0.0,357,328,29,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1224,CXC_001224,S,AHORRO,30756187258,2107,CARGO FISCAL IVA TRASLADO,2024-11-20,2025-02-11,2025-10-12,275.29,275.29,0.0,326,243,83,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1225,CXC_001225,S,AHORRO,35007215674,834,CARGO FISCAL TRANSACCIONAL,2025-05-12,2025-07-19,2025-10-12,4527.47,4527.47,0.0,153,85,68,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1226,CXC_001226,S,AHORRO,30785632603,1517,COBRO SERVICIO TRANSPORTE,2024-11-17,2024-12-28,2025-10-12,1319.22,1319.22,0.0,329,288,41,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1227,CXC_001227,S,AHORRO,26293037075,1288,COMPRA ESTABLECIMIENTO A,2025-01-15,2025-08-12,2025-10-12,1530.35,1530.35,0.0,270,61,209,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1228,CXC_001228,S,AHORRO,60233829761,497,PAGO SERVICIO ELECTRONICO,2025-06-25,2025-08-19,2025-10-12,1102.4,852.96,249.44,109,54,55,0.77373,0.22627,pago_parcial,0,1,0,1,0,91_180_dias
1229,CXC_001229,S,AHORRO,49388588873,834,CARGO FISCAL TRANSACCIONAL,2024-12-06,2025-04-09,2025-10-12,8745.23,8745.23,0.0,310,186,124,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1230,CXC_001230,S,AHORRO,45691203326,1275,REVERSO CONSIGNACION EFECTIVO,2025-02-03,2025-03-06,2025-10-12,4660.7,4660.7,0.0,251,220,31,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1231,CXC_001231,S,AHORRO,36851282945,834,CARGO FISCAL TRANSACCIONAL,2025-02-11,2025-10-09,2025-10-12,2314.87,2314.87,0.0,243,3,240,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1232,CXC_001232,S,AHORRO,12569029127,627,TRANSFERENCIA BILLETERA A,2025-02-10,2025-08-22,2025-10-12,144.23,117.13,27.1,244,51,193,0.812106,0.187894,pago_parcial,0,1,0,1,0,181_360_dias
1233,CXC_001233,S,AHORRO,11608573377,1517,COBRO SERVICIO TRANSPORTE,2025-02-28,2025-07-01,2025-10-12,11639.42,11639.42,0.0,226,103,123,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1234,CXC_001234,S,AHORRO,67658179449,834,CARGO FISCAL TRANSACCIONAL,2025-04-11,2025-06-28,2025-10-12,3409.74,3409.74,0.0,184,106,78,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1235,CXC_001235,S,AHORRO,70326020903,2107,CARGO FISCAL IVA TRASLADO,2025-06-22,2025-09-04,2025-10-12,271.22,271.22,0.0,112,38,74,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1236,CXC_001236,S,AHORRO,66705401229,1517,COBRO SERVICIO TRANSPORTE,2025-06-19,2025-09-26,2025-10-12,933.12,933.12,0.0,115,16,99,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1237,CXC_001237,S,AHORRO,39213097285,176,COMISION RETIRO CORRESPONSAL B,2025-03-16,2025-05-01,2025-10-12,4382.94,1594.16,2788.78,210,164,46,0.363719,0.636281,pago_parcial,0,1,0,1,0,181_360_dias
1238,CXC_001238,S,AHORRO,57393670188,834,CARGO FISCAL TRANSACCIONAL,2025-03-22,2025-06-04,2025-10-12,430.31,430.31,0.0,204,130,74,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1239,CXC_001239,S,AHORRO,46108124998,834,CARGO FISCAL TRANSACCIONAL,2025-05-03,2025-05-15,2025-10-12,3494.95,0.0,3494.95,162,150,12,0.0,1.0,sin_pago,0,0,1,1,1,91_180_dias
1240,CXC_001240,D,CORRIENTE,40469910736,834,CARGO FISCAL TRANSACCIONAL,2024-12-14,2025-08-06,2025-10-12,2596.73,2596.73,0.0,302,67,235,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1241,CXC_001241,S,AHORRO,97375336750,834,CARGO FISCAL TRANSACCIONAL,2025-06-11,2025-07-09,2025-10-12,209.34,0.0,209.34,123,95,28,0.0,1.0,sin_pago,0,0,1,1,1,91_180_dias
1242,CXC_001242,S,AHORRO,83115970263,834,CARGO FISCAL TRANSACCIONAL,2025-06-19,2025-08-27,2025-10-12,5494.91,5494.91,0.0,115,46,69,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1243,CXC_001243,S,AHORRO,53072590362,497,PAGO SERVICIO ELECTRONICO,2025-01-25,2025-04-07,2025-10-12,4210.01,4210.01,0.0,260,188,72,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1244,CXC_001244,S,AHORRO,84985293917,834,CARGO FISCAL TRANSACCIONAL,2025-05-21,2025-06-30,2025-10-12,5320.71,621.45,4699.26,144,104,40,0.116798,0.883202,pago_parcial,0,1,0,1,0,91_180_dias
1245,CXC_001245,S,AHORRO,30155435547,834,CARGO FISCAL TRANSACCIONAL,2024-11-10,2025-06-11,2025-10-12,1455.39,1284.03,171.36,336,123,213,0.882258,0.117742,pago_parcial,0,1,0,1,0,181_360_dias
1246,CXC_001246,S,AHORRO,45401055874,176,COMISION RETIRO CORRESPONSAL B,2025-04-14,2025-05-29,2025-10-12,537.64,537.64,0.0,181,136,45,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1247,CXC_001247,S,AHORRO,60077495787,137,COMISION RETIRO CANAL A,2025-01-13,2025-07-30,2025-10-12,17574.85,17574.85,0.0,272,74,198,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1248,CXC_001248,S,AHORRO,53026706710,1517,COBRO SERVICIO TRANSPORTE,2025-07-05,2025-07-23,2025-10-12,2022.78,596.05,1426.73,99,81,18,0.294669,0.705331,pago_parcial,0,1,0,1,0,91_180_dias
1249,CXC_001249,S,AHORRO,92966135565,87,CARGO FISCAL IVA COMISION B,2025-05-11,2025-09-29,2025-10-12,742.66,742.66,0.0,154,13,141,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1250,CXC_001250,S,AHORRO,52128606071,1157,COMISION CONSULTA SALDO,2025-03-02,2025-08-11,2025-10-12,377.97,377.97,0.0,224,62,162,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1251,CXC_001251,S,AHORRO,84415868290,176,COMISION RETIRO CORRESPONSAL B,2025-05-11,2025-09-11,2025-10-12,2640.39,2640.39,0.0,154,31,123,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1252,CXC_001252,S,AHORRO,18707147669,176,COMISION RETIRO CORRESPONSAL B,2025-04-16,2025-07-16,2025-10-12,9753.19,9753.19,0.0,179,88,91,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1253,CXC_001253,S,AHORRO,25533864906,834,CARGO FISCAL TRANSACCIONAL,2024-11-13,2025-08-12,2025-10-12,3517.51,3517.51,0.0,333,61,272,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1254,CXC_001254,S,AHORRO,43576213899,574,COMISION RETIRO INTERNACIONAL,2024-11-23,2025-07-25,2025-10-12,4394.4,3876.99,517.41,323,79,244,0.882257,0.117743,pago_parcial,0,1,0,1,0,181_360_dias
1255,CXC_001255,S,AHORRO,84366302721,2106,COMISION TRANSFERENCIA EXTERNA B,2024-12-24,2025-06-27,2025-10-12,10894.45,10894.45,0.0,292,107,185,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1256,CXC_001256,S,AHORRO,42922174865,834,CARGO FISCAL TRANSACCIONAL,2025-03-26,2025-06-21,2025-10-12,2809.36,2478.58,330.78,200,113,87,0.882258,0.117742,pago_parcial,0,1,0,1,0,181_360_dias
1257,CXC_001257,S,AHORRO,14204071017,497,PAGO SERVICIO ELECTRONICO,2025-02-07,2025-05-06,2025-10-12,4480.37,4480.37,0.0,247,159,88,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1258,CXC_001258,S,AHORRO,33315237988,834,CARGO FISCAL TRANSACCIONAL,2025-03-05,2025-09-23,2025-10-12,4775.23,4212.99,562.24,221,19,202,0.882259,0.117741,pago_parcial,0,1,0,1,0,181_360_dias
1259,CXC_001259,S,AHORRO,74857131371,1517,COBRO SERVICIO TRANSPORTE,2025-04-06,2025-10-01,2025-10-12,13335.5,13335.5,0.0,189,11,178,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1260,CXC_001260,S,AHORRO,55105764402,1517,COBRO SERVICIO TRANSPORTE,2024-11-01,2025-06-11,2025-10-12,7705.79,7705.79,0.0,345,123,222,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1261,CXC_001261,S,AHORRO,95559574619,1859,COMISION CONSIGNACION CANAL B,2025-06-22,2025-08-06,2025-10-12,758.93,750.45,8.48,112,67,45,0.988826,0.011174,pago_parcial,0,1,0,1,0,91_180_dias
1262,CXC_001262,S,AHORRO,69457544224,834,CARGO FISCAL TRANSACCIONAL,2025-01-11,2025-04-30,2025-10-12,148.75,148.75,0.0,274,165,109,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1263,CXC_001263,S,AHORRO,38253946512,87,CARGO FISCAL IVA COMISION B,2025-06-10,2025-06-13,2025-10-12,6481.77,6481.77,0.0,124,121,3,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1264,CXC_001264,S,AHORRO,81515143401,497,PAGO SERVICIO ELECTRONICO,2024-12-28,2025-03-10,2025-10-12,112.62,112.62,0.0,288,216,72,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1265,CXC_001265,S,AHORRO,81417216843,834,CARGO FISCAL TRANSACCIONAL,2024-11-20,2024-11-22,2025-10-12,1465.11,0.0,1465.11,326,324,2,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
1266,CXC_001266,S,AHORRO,36874599013,2107,CARGO FISCAL IVA TRASLADO,2024-12-12,2025-05-29,2025-10-12,6546.32,6546.32,0.0,304,136,168,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1267,CXC_001267,S,AHORRO,66003703705,176,COMISION RETIRO CORRESPONSAL B,2025-03-05,2025-08-19,2025-10-12,1446.66,1446.66,0.0,221,54,167,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1268,CXC_001268,S,AHORRO,84782868658,2285,APERTURA INVERSION VIRTUAL,2025-04-18,2025-04-29,2025-10-12,863.57,863.57,0.0,177,166,11,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1269,CXC_001269,S,AHORRO,59399914032,834,CARGO FISCAL TRANSACCIONAL,2025-02-16,2025-06-28,2025-10-12,2081.52,2081.52,0.0,238,106,132,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1270,CXC_001270,S,AHORRO,57447650053,497,PAGO SERVICIO ELECTRONICO,2024-10-25,2025-01-22,2025-10-12,3411.8,3411.8,0.0,352,263,89,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1271,CXC_001271,S,AHORRO,86615678115,834,CARGO FISCAL TRANSACCIONAL,2024-10-29,2024-12-22,2025-10-12,1773.1,1773.1,0.0,348,294,54,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1272,CXC_001272,S,AHORRO,63588435281,834,CARGO FISCAL TRANSACCIONAL,2024-11-15,2025-03-23,2025-10-12,1268.48,1268.48,0.0,331,203,128,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1273,CXC_001273,S,AHORRO,87887775246,140,COMISION RETIRO CANAL B,2025-03-15,2025-09-16,2025-10-12,28772.1,28772.1,0.0,211,26,185,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1274,CXC_001274,S,AHORRO,74305551865,1517,COBRO SERVICIO TRANSPORTE,2025-02-28,2025-04-25,2025-10-12,1217.2,1217.2,0.0,226,170,56,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1275,CXC_001275,S,AHORRO,39542799765,2040,PAGO PROVEEDORES,2025-02-18,2025-02-20,2025-10-12,154.57,154.57,0.0,236,234,2,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1276,CXC_001276,S,AHORRO,77173337153,1517,COBRO SERVICIO TRANSPORTE,2025-03-23,2025-08-25,2025-10-12,4363.31,4363.31,0.0,203,48,155,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1277,CXC_001277,S,AHORRO,60419256529,333,CARGO FISCAL IVA A,2025-04-05,2025-07-27,2025-10-12,1378.74,1378.74,0.0,190,77,113,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1278,CXC_001278,S,AHORRO,41788542689,1517,COBRO SERVICIO TRANSPORTE,2024-10-21,2025-09-29,2025-10-12,2028.45,2028.45,0.0,356,13,343,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1279,CXC_001279,S,AHORRO,76659679996,834,CARGO FISCAL TRANSACCIONAL,2025-06-30,2025-08-31,2025-10-12,11772.54,11772.54,0.0,104,42,62,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1280,CXC_001280,S,AHORRO,81380635645,137,COMISION RETIRO CANAL A,2025-05-10,2025-09-17,2025-10-12,10385.63,10385.63,0.0,155,25,130,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1281,CXC_001281,S,AHORRO,68783069239,834,CARGO FISCAL TRANSACCIONAL,2025-07-02,2025-09-11,2025-10-12,1206.55,1206.55,0.0,102,31,71,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1282,CXC_001282,S,AHORRO,59921411678,2107,CARGO FISCAL IVA TRASLADO,2024-12-28,2025-08-08,2025-10-12,32397.86,32397.86,0.0,288,65,223,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1283,CXC_001283,S,AHORRO,19646884077,303,PAGO GENERAL,2025-04-29,2025-05-01,2025-10-12,1986.26,1986.26,0.0,166,164,2,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1284,CXC_001284,S,AHORRO,95419686083,1517,COBRO SERVICIO TRANSPORTE,2025-05-30,2025-07-18,2025-10-12,4904.33,4904.33,0.0,135,86,49,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1285,CXC_001285,S,AHORRO,45772323360,834,CARGO FISCAL TRANSACCIONAL,2025-06-04,2025-09-10,2025-10-12,2049.03,2049.03,0.0,130,32,98,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1286,CXC_001286,S,AHORRO,74168182327,1388,COMISION EXPEDICION DOCUMENTO,2025-01-15,2025-03-20,2025-10-12,3183.76,3183.76,0.0,270,206,64,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1287,CXC_001287,S,AHORRO,20706217678,1157,COMISION CONSULTA SALDO,2025-01-22,2025-05-11,2025-10-12,32684.6,32684.6,0.0,263,154,109,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1288,CXC_001288,S,AHORRO,51532887041,1685,CARGO FISCAL IVA RECAUDO,2024-11-03,2025-02-23,2025-10-12,772.71,772.71,0.0,343,231,112,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1289,CXC_001289,S,AHORRO,16675868509,497,PAGO SERVICIO ELECTRONICO,2025-04-17,2025-09-30,2025-10-12,6218.29,6218.29,0.0,178,12,166,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1290,CXC_001290,S,AHORRO,36438297179,1157,COMISION CONSULTA SALDO,2024-11-08,2024-12-13,2025-10-12,3114.72,3114.72,0.0,338,303,35,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1291,CXC_001291,D,CORRIENTE,54577145127,2107,CARGO FISCAL IVA TRASLADO,2025-03-30,2025-06-13,2025-10-12,5444.91,5444.91,0.0,196,121,75,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1292,CXC_001292,S,AHORRO,13543740250,834,CARGO FISCAL TRANSACCIONAL,2025-07-13,2025-09-04,2025-10-12,6149.4,6149.4,0.0,91,38,53,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
1293,CXC_001293,S,AHORRO,68366659197,1517,COBRO SERVICIO TRANSPORTE,2024-11-18,2025-09-17,2025-10-12,1092.72,1092.72,0.0,328,25,303,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
1294,CXC_001294,S,AHORRO,18523207989,176,COMISION RETIRO CORRESPONSAL B,2025-04-25,2025-07-17,2025-10-12,3662.84,3231.57,431.27,170,87,83,0.882258,0.117742,pago_parcial,0,1,0,1,0,91_180_dias
1295,CXC_001295,S,AHORRO,55396747638,834,CARGO FISCAL TRANSACCIONAL,2025-04-07,2025-08-01,2025-10-12,406.19,358.36,47.83,188,72,116,0.882247,0.117753,pago_parcial,0,1,0,1,0,181_360_dias
1296,CXC_001296,S,AHORRO,93555428567,2010,TRANSFERENCIA BANCA MOVIL,2025-07-03,2025-07-26,2025-10-12,2490.09,2490.09,0.0,101,78,23,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
